06:25;Ciudad Alegria,Esteban Godoy,PioJaramillo,Tebaida Baja,Argentina,San Pedro,Lauro Guerrero,La Urna
06:30;Pradera,Parque Infantil,Migas,La Salle,10 de agosto,La Urna,Hipervalle,Calasanz,Solca,La Paz,Pitas,Terminal Terrestre y Zona Militar
06:55;Operadores,Redondel Epoca,Av. De los Paltas,Av. Occidental,Zona Militar,La Urna,Ciudad Alegria,Esteban Godoy,Pio Jaramillo,Chile,Av. Universitaria,UTPL,Sauces Norte,Las Pitas,Terminal Terrestre
07:00;Argentina,Pio Jaramillo,San Pedro,Tebaida Alta,Lauro Guerrero,La Urna,Pradera,Parque Infantil,Migas,La Salle,10 de agosto
07:25;Ciudad Alegria,Esteban Godoy,Tebaida Baja,Argentina,San Pedro,Brasil,Lauro Guerrero,La Urna,Sauces Norte,Las Pitas,Terminal Terrestre,Zona Militar,Operadores,Redondel Epoca,Av. De los Paltas,Av. Occidental
07:30;Hipervalle,Solca,Pitas,Terminal Terrestre,Zona Militar,La Urna,UTPL,Pradera,Parque Infantil,Migas,La Salle,10 de agosto y La Urna
08:00;Argentina y Pio Jaramillo,San Pedro,Tebaida Alta,Lauro Guerrero y La Urna
08:25;Ciudad Alegria,Esteban Godoy,Tebaida Baja,Argentina,San Pedro,Brasil,Lauro Guerrero y La Urna
08:30;Hipervalle,Calasanz,Solca,La Paz,Pitas,Terminal Terrestre,Zona Militar,Pradera,Parque Infantil,Migas,La Salle,10 de agosto y La Urna
09:30;Puerta de la Ciudad,Jose Antonio Eguiguren,Mercadillo,Lauro Guerrero,La Urna UTPL,Predesur,Hipervalle,Calasanz,Terminal Terrestre,Zona Militar,Santiago de las Montañas, Emiliano Ortega,Miguel Riofrio,Estadio,10 de agosto
10:30;Predesur,Hipervalle,Calasanz,Terminal Terrestre,Zona Militar y La Urna,Puerta de la Ciudad,Jose A ntonio Eguiguren,Mercadillo,Lauro Guerrero,Santiago de las Montañas,Emiliano Ortega,Jose Antonio Eguiguren,Miguel Riofrio,Estadio,10 de agosto
11:00;Puerta de la Ciudad,Jose Antonio Eguiguren,Mercadillo,Lauro Guerrero y La Urna,Santiago de las Montañas,Emiliano Ortega,Jose Antonio Eguiguren,Miguel Riofrio,Estadio,10 de agosto,Predesur,Hipervalle,Calasanz,Terminal Terrestre,Zona Militar
11:30;Santiago de las Montañas,Emiliano Ortega,Jose Antonio Eguiguren,Miguel Riofrio,Estadio,10 de agosto,La Urna UTPL,Predesur,Hipervalle,Calasanz,Terminal Terrestre,Zona Militar,Puerta de la Ciudad,Mercadillo,Lauro Guerrero
12:05;Predesur,Hipervalle,Calasanz,Terminal Terrestre,Zona Militar y La Urna,Santiago de Las Montañas,Emiliano Ortega,Jose Antonio Eguiguren,Miguel Riofrio,Estadio
12:40;(parque Infantil primera parada),Av. De Los Paltas y Quinara (primera parada),El Bosque primera parada,Bomba la Llave (ultima parada),Puerta de la Ciudad,Mercadillo (ultima parada),Santiago de las Montañas,Emiliano Ortega,Jose Antonio Eguiguren,Miguel Riofrio,Estadio,10 de agosto y La Urna.13:00 (refuerzo),Predesur,Hipervalle,Calasanz, Solca La Paz,Pitas Terminal Terrestre,Zona Militar,Tebaida Alta – Daniel Alvarez (Argentina y Pío Jaramillo primera parada)
13:10;Santiago de Las Montañas,Emiliano Ortega,Jose Antonio Eguiguren,Miguel Riofrio y Estadio,Puerta de la Ciudad,Jose Antonio Eguiguren,Mercadillo,Baja de UTPL Tebaida Alta: (primera parada argentina y Pio Jaramillo),Baja de UTPL: Predesur,Hipervalle,Solca,La Paz,Pitas,Terminal terrestre,Zona Militar
13:20;(Reemplazo cuando sea necesario) Recoge: Argentina y Pio Jaramillo,San Pedro,Tebaida Alta,Lauro Guerrero,La Urna,UTPL.
14:30;Hipervalle,Solca,La Paz,Las Pitas,Terminal Terrestre Zona Militar y La Urna,Parque Infantil,Migas,La Salle,10 de agosto,Operadores,Redondel Epoca,Av. De los Paltas,Av. Occidental,Zona Militar,Ciudad Alegria,Esteban Godoy,Tebaida Baja,Chile y Av. Universitaria,Pradera,Recoge: Sauces Norte
14:55;Operadores,Redondel Epoca,Av. De los Paltas,Av. Occidental,Zona Militar y La Urna
15:00;Hipervalle,Solca,La Paz,Pitas,Terminal Terrestre,Zona Militar y La Urna,Pradera,Parque Infantil,Migas,La Salle,10 de agosto,Recoge: Argentina y Pio Jaramillo,San Pedro,Tebaida Alta,Lauro Guerrero
15:30;Predesur,Hipervalle,Calasanz,Terminal Terrestre,Zona Militar y La Urna,Argentina y Pio Jaramillo,San Pedro,Tebaida Alta,Lauro Guerrero,Pradera,Parque Infantil,Migas,La Salle,10 de agosto
16:30;Puerta de la Ciudad,Jose Antonio Eguiguren, Mercadillo, Lauro Guerrero, Predesur, Hipervalle, Calasanz,Terminal Terrestre, Zona Militar, Santiago de las Montañas, Emiliano Ortega, Miguel Riofrio, Estadio,10 de agosto y La Urna
17:00;Santiago de las Montañas, Emiliano Ortega, Jose Antonio Eguiguren, Miguel Riofrio, Estadio, 10 de agosto,Predesur, Hipervalle, Calasanz, Terminal Terrestre, Zona Militar, Puerta de la Ciudad, Lauro Guerrero y La Urna.
17:30;Puerta de la Ciudad, Jose Antonio Eguiguren, Mercadillo, Lauro Guerrero, Predesur, Hipervalle, Calasanz,Terminal Terrestre, Zona Militar, Santiago de las Montañas, Emiliano Ortega, Miguel Riofrio, Estadio,10 de agosto y La Urna.
18:10;Predesur, Hipervalle, Calasanz, Terminal Terrestre, Zona Militar, Puerta de la Ciudad, Jose Antonio Eguiguren,Mercadillo, Lauro Guerrero y La Urna.
18:30;(parque Infantil primera parada), (El Bosque primera parada), Av. Occidental, Av. De los Paltas, Redondel Epoca,Redondel Operadores, Tebaida Alta – Daniel Alvarez, (Argentina y Pio Jaramillo primera parada),Predesur, Hipervalle, Calasanz, Solca, La Paz, Pitas Terminal Terrestre y Zona Militar.
19:10;Pradera: (parque Infantil primera parada), Av. Cuxibamba, Terminal Terrestre y Clodoveo, Tebaida Alta,(Argentina y Pio Jaramillo primera parada), Predesur, Hipervalle, Calasanz, Solca y Pitas.
20:10;Predesur, Hipervalle, Solca y Pitas, Av. Cuxibamba, Terminal Terrestre y Clodoveo, Puerta de la Ciudad,Jose Antonio Eguiguren y Mercadillo (ultima parada), Tebaida Alta, (Argentina y Pio Jaramillo primera parada),Santiago de las Montañas, Emiliano Ortega, Jose Antonio Eguiguren, Estadio, Zamora Huayco y Centro de Salud (Ultima parada)
21:10;Av. Cuxibamba, Terminal Terrestre, Clodoveo, Puerta de la Ciudad, Jose Antonio Eguiguren, (Mercadillo última parada),Epoca: (El Bosque primera parada), Av. Occidental, Av. De los Paltas, Redondel Época y Redondel Operadores,Santiago de las Montañas, Emiliano Ortega, Jose Antonio Eguiguren, Estadio, Zamora Huayco y Centro de Salud (ultima parada),Esteban Godoy, Ciudad alegria: (primera parada Coliseo Ciudad de Loja), Predesur, Hipervalle, Clinica Nathali y Sauces Norte
